,NOx,SO2,NO,NO2,TRS,O3
14402,0.7,0.1,0.2,0.5,0.2,14.4
14403,1.8,0.3,0.3,1.6,0.2,12.9
14404,2.2,0.2,0.5,1.8,0.1,13.4
14405,1.9,0.2,0.6,1.3,0.2,15.2
14406,1.0,0.2,0.5,0.5,0.2,16.9
14407,0.8,0.2,0.4,0.4,0.2,18.7
14408,0.5,0.1,0.3,0.2,0.2,19.3
14409,0.4,0.1,0.1,0.3,0.1,19.9
14410,0.5,0.1,0.4,0.1,0.1,20.5
14411,0.3,0.8,0.2,0.1,0.2,20.7
14412,0.3,0.7,0.1,0.2,0.1,20.5
14413,0.3,0.1,0.3,0.1,0.2,19.9
14414,0.5,0.1,0.3,0.1,0.2,19.4
14415,0.9,0.2,0.4,0.5,0.1,19.1
14416,1.0,0.5,0.3,0.7,0.2,18.3
14417,2.1,0.3,0.5,1.6,0.3,12.1
14418,1.3,0.3,0.3,1.0,0.3,11.3
14419,2.9,0.2,0.4,2.5,0.3,6.7
14420,3.0,0.2,0.4,2.6,0.1,6.6
14421,3.4,0.2,0.8,2.6,0.3,2.8
14422,5.4,0.2,2.0,3.5,0.3,1.0
14423,3.3,0.1,1.4,1.9,0.3,0.8
14424,3.3,0.1,1.2,2.0,0.4,0.7
14425,3.0,0.1,1.0,1.95,0.45,0.85
14426,2.7,0.1,0.8,1.9,0.5,1.0
14427,4.8,0.1,2.7,2.2,0.3,0.1
14428,8.3,0.2,5.4,2.8,0.4,1.0
14429,2.8,0.2,0.8,2.0,0.4,4.4
14430,4.6,0.2,1.5,3.1,0.4,6.5
14431,2.1,0.2,0.6,1.4,0.3,12.3
14432,1.9,0.2,0.5,1.4,0.3,19.1
14433,2.6,0.2,0.8,1.9,0.4,22.2
14434,2.1,0.2,0.9,1.2,0.3,29.5
14435,0.6,0.2,0.3,0.3,0.3,27.6
14436,1.3,0.2,0.5,0.8,0.4,23.2
14437,1.1,0.2,0.5,0.6,0.5,25.8
14438,1.0,0.2,0.5,0.5,0.4,23.2
14439,0.8,0.3,0.4,0.5,0.4,21.1
14440,1.7,0.2,0.3,1.3,0.4,19.7
14441,1.2,0.3,0.3,0.9,0.4,20.5
14442,1.2,0.2,0.2,1.0,0.4,21.0
14443,1.8,0.2,0.3,1.5,0.4,21.0
14444,3.2,0.2,0.5,2.7,0.4,19.8
14445,3.0,0.2,0.4,2.5,0.4,18.6
14446,1.0,0.2,0.2,0.8,0.3,15.3
14447,0.9,0.2,0.3,0.6,0.4,14.8
14448,2.6,0.2,0.3,2.2,0.5,13.9
14449,0.8,0.2,0.1,0.7,0.4,13.4
14450,0.75,0.2,0.15000000000000002,0.6,0.35,12.9
14451,0.7,0.2,0.2,0.5,0.3,12.4
14452,0.9,0.2,0.4,0.6,0.5,11.9
14453,1.2,0.2,0.6,0.6,0.3,12.2
14454,1.3,0.2,0.7,0.5,0.3,13.4
14455,1.0,0.3,0.5,0.5,0.3,15.4
14456,0.6,0.3,0.4,0.2,0.3,16.6
14457,0.5,0.4,0.2,0.3,0.4,18.1
14458,0.5,0.4,0.3,0.2,0.5,19.4
14459,0.6,0.4,0.4,0.2,0.5,19.6
14460,0.7,0.5,0.4,0.3,0.4,20.7
14461,0.8,0.4,0.4,0.4,0.4,21.5
14462,1.0,0.3,0.4,0.7,0.4,20.7
14463,1.6,0.3,0.6,1.0,0.5,20.7
14464,2.1,0.3,0.8,1.3,0.5,20.8
14465,0.9,0.3,0.3,0.6,0.4,21.4
14466,1.4,0.3,0.2,1.2,0.4,21.4
14467,2.5,0.3,0.3,2.2,0.4,21.4
14468,1.1,0.2,0.0,1.1,0.4,23.5
14469,2.7,0.2,0.3,2.4,0.4,20.1
14470,2.9,0.2,0.3,2.7,0.4,16.9
14471,0.9,0.2,0.3,0.6,0.3,18.5
14472,0.8,0.2,0.2,0.6,0.3,17.5
14473,0.5,0.1,0.2,0.4,0.3,18.4
14474,1.0,0.2,0.2,0.8,0.3,16.0
14475,0.95,0.2,0.2,0.75,0.35,15.05
14476,0.9,0.2,0.2,0.7,0.4,14.1
14477,1.1,0.1,0.5,0.6,0.4,15.9
14478,1.5,0.2,0.7,0.8,0.3,17.2
14479,0.9,0.3,0.4,0.5,0.4,18.4
14480,0.8,0.4,0.4,0.3,0.3,19.5
14481,0.6,0.7,0.3,0.3,0.4,20.7
14482,0.5,0.5,0.5,0.1,0.3,22.1
14483,0.6,0.4,0.4,0.2,0.4,22.8
14484,0.5,0.3,0.3,0.2,0.4,23.9
14485,0.2,0.3,0.0,0.2,0.4,25.2
14486,0.6,0.2,0.3,0.4,0.4,24.6
14487,0.7,0.3,0.4,0.4,0.4,26.3
14488,1.1,0.2,0.3,0.7,0.4,31.4
14489,0.6,0.2,0.0,0.6,0.4,32.5
14490,2.5,0.2,0.2,2.3,0.4,29.0
14491,1.1,0.2,0.4,0.7,0.4,29.4
14492,3.1,0.2,0.3,2.8,0.4,25.4
14493,1.4,0.2,0.3,1.1,0.3,27.1
14494,2.7,0.2,0.1,2.6,0.3,23.3
14495,0.8,0.2,0.3,0.5,0.3,22.6
14496,0.9,0.2,0.1,0.8,0.2,20.3
14497,1.3,0.2,0.2,1.1,0.3,18.9
14498,2.2,0.2,0.2,2.0,0.3,15.8
14499,1.6,0.2,0.0,1.6,0.3,14.5
14500,1.75,0.2,0.35,1.4,0.25,14.3
14501,1.9,0.2,0.7,1.2,0.2,14.1
14502,1.1,0.2,0.5,0.6,0.2,15.4
14503,1.6,0.1,0.7,0.9,0.1,17.4
14504,0.8,0.1,0.3,0.5,0.2,20.0
14505,0.8,0.2,0.3,0.5,0.2,23.1
14506,0.8,0.1,0.3,0.5,0.1,27.1
14507,0.9,0.1,0.5,0.4,0.2,28.3
14508,0.7,0.1,0.4,0.4,0.2,29.2
14509,0.8,0.1,0.3,0.5,0.2,29.4
14510,1.0,0.2,0.3,0.7,0.3,27.6
14511,0.6,0.2,0.3,0.3,0.3,28.3
14512,1.4,0.2,0.3,1.1,0.2,22.4
14513,2.2,0.2,0.5,1.7,0.3,16.7
14514,2.0,0.8,0.1,1.9,0.2,21.7
14515,1.7,0.5,0.0,1.7,0.3,18.4
14516,2.6,0.2,0.3,2.3,0.2,9.0
14517,3.0,0.1,0.4,2.6,0.2,4.6
14518,3.8,0.2,0.9,3.0,0.3,2.2
14519,3.2,0.1,1.1,2.1,0.3,1.1
14520,2.0,0.2,0.6,1.4,0.2,1.9
14521,2.3,0.1,0.8,1.5,0.2,1.6
14522,3.5,0.2,1.6,1.8,0.1,1.4
14523,3.6,0.2,1.4,2.2,0.2,1.1
14524,3.5,0.2,1.4,2.2,0.3,1.7
14525,4.3,0.25,1.75,2.6500000000000004,0.35,2.7
14526,5.1,0.3,2.1,3.1,0.4,3.7
14527,5.8,0.3,2.6,3.3,0.4,9.8
14528,2.7,0.4,1.0,1.8,0.4,19.4
14529,1.1,0.3,0.3,0.8,0.3,22.7
14530,0.9,0.3,0.3,0.6,0.4,24.0
14531,1.2,0.3,0.5,0.7,0.4,27.6
14532,0.5,0.3,0.3,0.2,0.4,31.5
14533,0.5,0.3,0.2,0.2,0.6,31.8
14534,2.1,0.3,0.5,1.5,0.6,31.9
14535,1.8,0.3,0.5,1.3,0.5,35.3
14536,0.9,0.3,0.3,0.6,0.4,36.6
14537,1.2,0.2,0.2,1.0,0.5,30.3
14538,2.9,0.2,0.3,2.7,0.6,24.9
14539,1.9,0.2,0.2,1.6,0.5,28.3
14540,2.1,0.3,0.2,1.9,0.5,27.9
14541,2.9,0.3,0.3,2.7,0.5,24.6
14542,1.8,0.3,0.2,1.6,0.6,24.4
14543,0.9,0.3,0.1,0.7,0.4,26.9
14544,0.4,0.4,0.2,0.2,0.4,26.2
14545,0.5,0.5,0.2,0.3,0.5,25.5
14546,0.9,0.5,0.4,0.5,0.5,22.8
14547,3.9,0.4,0.2,3.7,0.5,18.8
14548,1.9,0.4,0.3,1.6,0.5,21.0
14549,0.6,0.5,0.3,0.3,0.5,22.3
14550,0.6,0.6,0.3,0.3,0.5,23.25
14551,0.6,0.7,0.3,0.3,0.5,24.2
14552,0.4,0.4,0.2,0.1,0.5,24.7
14553,0.4,0.3,0.3,0.2,0.4,24.9
14554,0.2,0.3,0.1,0.0,0.4,25.3
14555,0.2,0.2,0.1,0.1,0.4,26.5
14556,0.5,0.3,0.2,0.2,0.5,26.3
14557,1.1,0.4,0.4,0.7,0.4,22.0
14558,1.1,0.5,0.3,0.7,0.4,19.7
14559,1.0,0.4,0.3,0.7,0.4,21.2
14560,1.5,0.2,0.2,1.3,0.4,25.4
14561,2.8,0.2,0.2,2.6,0.3,26.4
14562,2.2,0.2,0.3,1.9,0.3,26.0
14563,1.6,0.2,0.1,1.6,0.2,22.9
14564,1.2,0.2,0.3,1.0,0.3,22.9
14565,1.4,0.2,0.1,1.3,0.1,17.8
14566,1.1,0.2,0.2,0.9,0.2,14.2
14567,2.0,0.1,0.1,1.9,0.3,13.8
14568,1.1,0.2,0.1,1.0,0.1,15.4
14569,2.9,0.1,0.2,2.7,0.1,13.2
14570,1.3,0.1,0.2,1.1,0.2,13.1
14571,1.1,0.1,0.3,0.9,0.1,10.7
14572,3.8,0.2,0.5,3.2,0.1,10.0
14573,3.1,0.1,1.3,1.8,0.1,12.3
14574,2.4,0.2,1.2,1.3,0.2,14.1
14575,1.75,0.4,0.8999999999999999,0.9,0.2,16.25
14576,1.1,0.6,0.6,0.5,0.2,18.4
14577,0.7,0.5,0.4,0.3,0.2,22.1
14578,0.5,0.4,0.3,0.2,0.3,22.0
14579,0.4,0.5,0.2,0.2,0.3,24.5
14580,0.2,0.4,0.2,0.1,0.4,24.0
14581,0.6,0.2,0.3,0.3,0.5,23.3
14582,0.7,0.3,0.4,0.3,0.5,22.7
14583,0.7,0.5,0.4,0.3,0.3,23.0
14584,0.8,0.6,0.2,0.6,0.4,20.9
14585,1.8,0.6,0.2,1.7,0.5,18.3
14586,1.7,0.3,0.3,1.4,0.4,19.1
14587,3.8,0.3,0.2,3.6,0.5,17.8
14588,0.8,0.3,0.0,0.8,0.5,20.5
14589,1.1,0.3,0.2,1.0,0.6,20.2
14590,1.0,0.3,0.2,0.8,0.6,14.3
14591,1.8,0.3,0.4,1.4,0.4,11.0
14592,1.8,0.2,0.3,1.5,0.4,11.8
14593,2.0,0.3,0.3,1.7,0.5,13.0
14594,1.2,0.3,0.3,0.9,0.4,10.5
14595,2.7,0.3,0.7,2.0,0.5,12.0
14596,0.9,0.3,0.3,0.6,0.4,16.3
14597,7.2,0.3,1.7,5.6,0.5,14.2
14598,2.1,0.3,0.7,1.4,0.4,17.8
14599,2.3,0.3,0.7,1.6,0.5,18.0
14600,1.9,0.3,0.6499999999999999,1.25,0.5,20.05
14601,1.5,0.3,0.6,0.9,0.5,22.1
14602,0.6,0.4,0.1,0.4,0.5,24.3
14603,0.6,0.4,0.3,0.3,0.7,26.0
14604,0.5,0.4,0.2,0.4,0.7,26.9
14605,0.5,0.4,0.3,0.3,0.6,25.9
14606,0.4,0.4,0.2,0.2,0.7,25.5
14607,0.6,0.5,0.2,0.4,0.8,23.6
14608,0.8,0.6,0.4,0.4,0.7,22.6
14609,0.7,0.7,0.1,0.5,0.8,22.9
14610,0.9,0.6,0.2,0.7,0.7,23.6
14611,1.1,0.5,0.1,1.0,0.8,24.5
14612,0.4,0.7,0.1,0.3,0.8,26.9
14613,0.5,0.7,0.2,0.3,0.9,28.1
14614,1.1,0.7,0.2,0.9,0.7,28.2
14615,1.5,0.5,0.2,1.3,0.8,26.9
14616,2.7,0.4,0.3,2.4,0.5,25.7
14617,1.3,0.4,0.2,1.1,0.6,27.0
14618,1.2,0.4,0.2,1.0,0.6,26.5
14619,0.4,0.3,0.2,0.2,0.5,26.6
14620,0.4,0.3,0.2,0.2,0.5,26.4
14621,0.6,0.4,0.2,0.4,0.5,26.6
14622,0.8,0.3,0.4,0.4,0.5,27.3
14623,0.5,0.3,0.3,0.2,0.4,29.2
14624,0.5,0.3,0.2,0.2,0.4,29.7
14625,0.5,0.35,0.25,0.2,0.4,30.0
14626,0.5,0.4,0.3,0.2,0.4,30.3
14627,0.4,0.3,0.2,0.2,0.4,30.2
14628,0.4,0.3,0.2,0.2,0.5,30.2
14629,0.3,0.3,0.2,0.1,0.4,30.6
14630,0.5,0.5,0.3,0.2,0.4,31.1
14631,0.5,0.6,0.3,0.2,0.5,31.6
14632,0.7,0.5,0.2,0.5,0.6,31.5
14633,1.0,0.4,0.2,0.8,0.6,31.7
14634,1.2,0.5,0.2,1.0,0.6,30.8
14635,1.1,0.5,0.2,0.9,0.6,30.9
14636,2.3,0.5,0.2,2.1,0.6,28.9
14637,2.4,0.4,0.2,2.2,0.6,27.9
14638,2.4,0.4,0.4,2.0,0.5,25.6
14639,0.9,0.4,0.2,0.7,0.4,26.2
14640,0.6,0.3,0.2,0.4,0.6,25.7
14641,0.5,0.3,0.1,0.4,0.5,25.7
14642,1.3,0.3,0.2,1.1,0.4,24.3
14643,3.6,0.3,0.3,3.3,0.5,19.0
14644,2.3,0.3,0.3,2.0,0.4,14.8
14645,2.7,0.3,1.1,1.6,0.3,16.1
14646,1.0,0.3,0.5,0.5,0.3,23.0
14647,1.0,0.3,0.5,0.5,0.3,25.0
14648,0.8,0.3,0.4,0.4,0.2,26.7
14649,0.3,0.2,0.2,0.1,0.1,27.4
14650,0.35,0.2,0.15000000000000002,0.2,0.15000000000000002,27.4
14651,0.4,0.2,0.1,0.3,0.2,27.4
14652,0.5,0.2,0.3,0.3,0.1,27.6
14653,0.4,0.2,0.2,0.2,0.1,27.6
14654,0.6,0.3,0.4,0.3,0.2,26.9
14655,0.4,0.3,0.1,0.3,0.2,25.7
14656,0.6,0.3,0.2,0.5,0.3,24.3
14657,1.7,0.3,0.2,1.5,0.2,22.6
14658,3.4,0.4,0.5,2.9,0.2,20.3
14659,0.8,0.4,0.2,0.7,0.2,20.6
14660,0.8,0.3,0.3,0.5,0.2,21.2
14661,2.3,0.3,0.2,2.1,0.3,20.5
14662,1.9,0.3,0.2,1.7,0.2,20.9
14663,0.8,0.3,0.1,0.7,0.3,20.9
14664,0.9,0.2,0.2,0.7,0.2,20.7
14665,1.2,0.3,0.2,1.0,0.2,18.7
14666,1.3,0.3,0.1,1.2,0.1,18.0
14667,1.7,0.2,0.6,1.1,0.1,17.3
14668,2.4,0.2,0.4,2.0,0.2,17.7
14669,1.5,0.2,0.4,1.1,0.1,18.3
14670,0.8,0.2,0.4,0.4,0.1,19.8
14671,0.6,0.3,0.3,0.3,0.1,21.6
14672,0.7,0.3,0.4,0.2,0.1,24.6
14673,0.3,0.3,0.1,0.2,0.1,27.4
14674,0.5,0.4,0.4,0.2,0.1,28.6
14675,0.5,0.35,0.35,0.2,0.15000000000000002,29.05
14676,0.5,0.3,0.3,0.2,0.2,29.5
14677,0.3,0.2,0.1,0.2,0.2,29.2
14678,0.7,0.2,0.3,0.4,0.2,26.8
14679,0.7,0.2,0.2,0.5,0.2,24.8
14680,1.0,0.3,0.4,0.6,0.2,24.3
14681,2.8,0.3,0.3,2.5,0.2,21.9
14682,1.0,0.2,0.2,0.8,0.1,22.2
14683,0.9,0.3,0.1,0.9,0.1,21.5
14684,2.4,0.2,0.3,2.1,0.1,19.2
14685,4.1,0.2,0.2,3.9,0.1,19.1
14686,2.6,0.2,0.3,2.3,0.1,19.1
14687,3.3,0.3,0.3,2.9,0.0,17.0
14688,2.2,0.3,0.3,1.9,0.1,19.0
14689,3.9,0.2,0.3,3.5,0.2,19.3
14690,2.5,0.3,0.3,2.2,0.1,16.2
14691,1.5,0.3,0.3,1.3,0.1,18.1
14692,1.2,0.4,0.2,1.0,0.2,17.8
14693,1.3,0.4,0.3,1.0,0.2,16.9
14694,0.9,0.5,0.3,0.6,0.1,19.1
14695,0.8,0.6,0.4,0.4,0.1,22.5
14696,0.5,0.2,0.2,0.3,0.0,24.2
14697,0.6,0.2,0.3,0.3,0.1,25.1
14698,0.5,0.2,0.3,0.2,0.1,25.5
14699,0.4,0.2,0.2,0.2,0.1,27.4
14700,0.4,0.25,0.25,0.2,0.05,28.549999999999997
14701,0.4,0.3,0.3,0.2,0.0,29.7
14702,0.5,0.2,0.3,0.2,0.2,28.6
14703,1.2,0.4,0.4,0.8,0.2,27.2
14704,0.8,0.3,0.2,0.6,0.3,27.1
14705,1.0,0.4,0.2,0.8,0.1,25.5
14706,0.8,0.4,0.2,0.6,0.2,22.9
14707,2.5,0.4,0.3,2.2,0.2,19.3
14708,2.0,0.3,0.3,1.7,0.2,16.5
14709,1.9,0.3,0.3,1.7,0.2,11.0
14710,3.2,0.2,0.3,2.8,0.2,9.4
14711,3.4,0.3,0.2,3.2,0.3,6.7
14712,3.5,0.3,0.2,3.3,0.4,6.1
14713,3.2,0.3,0.3,2.9,0.3,6.3
14714,2.3,0.2,0.1,2.1,0.2,8.9
14715,1.8,0.2,0.3,1.6,0.2,9.4
14716,1.5,0.2,0.2,1.3,0.3,12.4
14717,1.5,0.2,0.3,1.2,0.2,16.4
14718,1.2,0.2,0.3,0.9,0.1,20.4
14719,0.5,0.2,0.2,0.4,0.2,22.7
14720,2.7,0.2,0.9,1.8,0.2,25.5
14721,1.7,0.2,0.6,1.1,0.1,33.3
14722,0.6,0.2,0.2,0.4,0.1,33.0
14723,0.7,0.2,0.2,0.5,0.0,33.6
14724,1.4,0.1,0.6,0.9,0.0,34.4
14725,1.0499999999999998,0.15000000000000002,0.44999999999999996,0.7,0.45,32.85
14726,0.7,0.2,0.3,0.5,0.9,31.3
14727,1.5,0.2,0.2,1.2,0.9,30.0
14728,2.0,0.2,0.2,1.8,0.8,26.9
14729,2.6,0.2,0.3,2.3,0.9,22.2
14730,5.2,0.2,0.8,4.5,0.8,9.4
14731,4.2,0.2,0.6,3.6,0.8,4.9
14732,2.4,0.1,0.0,2.3,0.9,19.4
14733,1.5,0.1,0.2,1.3,0.7,22.6
14734,2.6,0.1,0.3,2.3,0.7,18.5
14735,1.8,0.1,0.3,1.5,0.7,13.0
14736,2.2,0.1,0.3,1.9,0.6,12.3
14737,1.7,0.1,0.3,1.5,0.6,9.6
14738,1.7,0.1,0.3,1.4,0.6,8.9
14739,1.3,0.1,0.2,1.2,0.6,8.7
14740,1.4,0.1,0.2,1.3,0.5,7.9
14741,2.3,0.0,1.0,1.4,0.5,7.0
14742,3.6,0.1,0.7,2.9,0.5,12.4
14743,3.6,0.1,1.2,2.4,0.5,14.9
14744,2.6,0.1,1.0,1.6,0.6,16.0
14745,1.1,0.1,0.4,0.6,0.5,19.0
14746,0.7,0.0,0.3,0.4,0.6,21.3
14747,0.6,0.1,0.3,0.3,0.5,22.7
14748,0.6,0.0,0.2,0.3,0.5,26.0
14749,0.4,0.0,0.2,0.2,0.5,29.2
14750,0.9500000000000001,0.1,0.30000000000000004,0.6500000000000001,0.5,28.15
14751,1.5,0.2,0.4,1.1,0.5,27.1
14752,1.1,0.1,0.3,0.9,0.6,26.7
14753,3.2,0.1,0.3,2.9,0.5,22.4
14754,4.1,0.1,0.2,3.9,0.4,17.4
14755,5.8,0.1,0.3,5.4,0.4,18.8
14756,3.8,0.1,0.2,3.7,0.4,19.1
14757,3.7,0.0,0.2,3.4,0.3,16.6
14758,2.9,0.1,0.2,2.7,0.3,13.6
14759,1.4,0.0,0.1,1.3,0.3,11.3
14760,1.7,0.0,0.2,1.5,0.4,8.9
14761,1.5,0.0,0.2,1.3,0.2,6.3
14762,1.7,0.1,0.3,1.4,0.2,5.6
14763,2.9,0.0,0.3,2.6,0.1,4.9
14764,3.7,0.0,0.6,3.1,0.1,4.4
14765,2.7,0.0,0.9,1.7,0.1,8.7
14766,1.5,0.0,0.6,0.9,0.1,14.0
14767,2.9,0.0,1.4,1.5,0.2,15.5
14768,2.1,0.1,1.2,1.0,0.2,17.5
14769,1.1,0.0,0.5,0.6,0.0,22.1
14770,0.6,0.1,0.2,0.5,0.1,24.0
14771,0.6,0.0,0.3,0.4,0.2,23.8
14772,0.6,0.0,0.4,0.2,0.2,24.3
14773,0.5,0.0,0.2,0.3,0.2,23.9
14774,0.6,0.1,0.4,0.3,0.3,23.4
14775,0.7,0.2,0.30000000000000004,0.44999999999999996,0.15,23.049999999999997
14776,0.8,0.3,0.2,0.6,0.0,22.7
14777,1.1,0.1,0.5,0.5,0.0,21.1
14778,0.3,0.2,0.1,0.2,0.0,19.6
14779,1.0,0.2,0.1,0.9,0.2,18.4
14780,2.8,0.1,0.2,2.6,0.2,18.7
14781,1.4,0.2,0.1,1.3,0.2,19.6
14782,1.5,0.2,0.2,1.3,0.3,20.1
14783,1.5,0.3,0.3,1.3,0.3,20.7
14784,0.4,0.2,0.2,0.2,0.3,21.5
14785,0.9,0.2,0.2,0.7,0.2,21.1
14786,3.6,0.3,0.3,3.3,0.2,19.3
14787,3.2,0.3,0.1,3.1,0.2,19.6
14788,1.4,0.4,0.1,1.3,0.2,20.1
14789,3.0,0.3,0.5,2.5,0.2,19.9
14790,2.4,0.35,0.7,1.6,0.3,20.7
14791,1.1,0.4,0.4,0.7,0.2,21.4
14792,0.7,0.4,0.3,0.4,0.2,21.8
14793,1.0,0.4,0.3,0.6,0.3,22.9
14794,0.8,0.3,0.4,0.4,0.3,23.8
14795,0.6,0.2,0.3,0.4,0.2,25.1
14796,0.4,0.3,0.2,0.2,0.3,26.7
14797,0.5,0.2,0.2,0.3,0.4,27.5
14798,0.7,0.3,0.3,0.5,0.4,27.3
14799,1.2,0.3,0.5,0.7,0.4,26.2
14800,1.15,0.35,0.35,0.8,0.30000000000000004,23.85
14801,1.1,0.4,0.2,0.9,0.2,21.5
14802,1.5,0.3,0.0,1.5,0.3,17.0
14803,2.6,0.3,0.2,2.5,0.3,12.8
14804,1.7,0.4,0.2,1.5,0.4,15.7
14805,1.7,0.4,0.2,1.5,0.3,15.5
14806,2.1,0.4,0.0,2.0,0.3,14.4
14807,3.2,0.3,0.1,3.1,0.3,11.4
14808,2.5,0.4,0.1,2.3,0.4,12.3
14809,5.5,0.4,0.3,5.2,0.4,9.5
14810,5.0,0.4,0.5,4.5,0.5,9.4
14811,2.6,0.3,0.5,2.1,0.3,9.1
14812,4.6,0.2,0.9,3.6,0.3,3.9
14813,3.5,0.3,1.8,1.7,0.2,3.5
14814,4.8,0.3,2.2,2.5,0.3,11.1
14815,2.6,0.3,1.1,1.5,0.3,21.8
14816,0.9,0.2,0.5,0.4,0.3,25.9
14817,0.8,0.2,0.3,0.5,0.2,27.8
14818,1.4,0.3,0.4,1.0,0.2,29.5
14819,0.9,0.3,0.3,0.6,0.3,28.7
14820,0.8,0.3,0.2,0.6,0.3,26.9
14821,0.9,0.3,0.3,0.6,0.4,26.2
14822,0.8,0.4,0.3,0.5,0.4,25.7
14823,1.3,0.4,0.3,1.0,0.4,26.5
14824,2.5,0.6,0.2,2.2,0.6,24.4
14825,3.5,0.5,0.4,3.1,0.55,16.9
14826,4.5,0.4,0.6,4.0,0.5,9.4
14827,6.3,0.4,1.5,4.8,0.5,3.6
14828,5.1,0.4,0.9,4.2,0.7,3.6
14829,2.9,0.3,0.3,2.6,0.5,8.6
14830,2.3,0.3,0.3,2.0,0.4,10.2
14831,3.6,0.4,0.6,3.1,0.4,3.4
14832,3.0,0.3,0.4,2.6,0.5,3.7
14833,2.1,0.3,0.3,1.8,0.4,5.1
14834,3.9,0.3,0.8,3.1,0.4,3.8
14835,2.7,0.3,0.4,2.2,0.5,7.7
14836,2.2,0.3,0.5,1.7,0.4,9.6
14837,1.8,0.3,0.6,1.3,0.6,11.4
14838,1.5,0.4,0.5,1.0,0.5,14.7
14839,2.2,0.4,0.9,1.2,0.5,16.1
14840,1.4,0.5,0.5,0.9,0.6,20.3
14841,0.6,0.6,0.1,0.5,0.6,23.4
14842,0.5,0.5,0.1,0.4,0.6,27.3
14843,0.5,0.4,0.2,0.2,0.5,31.2
14844,0.4,0.5,0.2,0.2,0.8,33.2
14845,0.5,0.4,0.3,0.2,0.7,33.6
14846,0.9,0.6,0.2,0.7,0.7,31.9
14847,0.7,0.5,0.1,0.7,0.8,30.2
14848,1.9,0.5,0.3,1.6,0.6,27.3
14849,4.2,0.5,0.4,3.9,0.8,19.2
14850,3.35,0.55,0.25,3.15,0.8,18.45
14851,2.5,0.6,0.1,2.4,0.8,17.7
14852,1.6,0.5,0.2,1.5,0.8,16.7
14853,0.4,0.4,0.1,0.3,0.7,19.8
14854,0.3,0.4,0.1,0.2,0.7,24.0
14855,1.2,0.4,0.0,1.1,0.5,21.4
14856,3.3,0.3,0.4,3.0,0.6,19.2
14857,1.4,0.3,0.2,1.2,0.5,20.3
14858,1.9,0.3,0.2,1.8,0.4,19.4
14859,1.2,0.3,0.1,1.1,0.4,21.1
14860,2.2,0.3,0.1,2.0,0.4,19.5
14861,2.4,0.3,0.4,1.9,0.4,19.6
14862,2.3,0.3,0.3,2.0,0.4,20.7
14863,2.5,0.3,0.6,1.9,0.4,20.4
14864,1.8,0.3,0.4,1.5,0.4,21.5
14865,1.0,0.3,0.3,0.7,0.5,22.3
14866,0.9,0.3,0.3,0.6,0.3,22.3
14867,0.8,0.3,0.4,0.4,0.3,22.3
14868,0.9,0.3,0.4,0.5,0.2,26.0
14869,0.6,0.2,0.3,0.4,0.2,25.5
14870,0.9,0.2,0.4,0.5,0.3,24.5
14871,0.9,0.2,0.2,0.7,0.3,24.2
14872,2.0,0.3,0.3,1.7,0.3,22.1
14873,7.6,0.3,0.9,6.6,0.5,13.0
14874,6.7,0.3,0.9,5.9,0.3,7.9
14875,8.05,0.3,2.0,6.2,0.35,4.95
14876,9.4,0.3,3.1,6.5,0.4,2.0
14877,6.9,0.4,1.5,5.4,0.3,7.6
14878,2.3,0.4,0.2,2.1,0.4,16.0
14879,2.3,0.5,0.1,2.2,0.4,15.3
14880,1.9,0.6,0.1,1.9,0.4,14.7
14881,2.1,0.4,0.2,2.0,0.4,12.1
14882,2.5,0.7,0.3,2.1,0.5,11.2
14883,2.6,0.6,0.3,2.3,0.5,11.9
14884,3.0,0.9,0.5,2.5,0.4,12.0
14885,3.1,0.8,0.6,2.5,0.5,11.9
14886,3.0,0.7,0.9,2.1,0.4,12.1
14887,2.6,0.6,0.6,2.0,0.5,12.0
14888,2.3,0.5,0.8,1.6,0.5,12.2
14889,1.9,0.5,0.7,1.3,0.5,13.3
14890,1.4,0.5,0.5,0.9,0.5,15.0
14891,1.5,0.9,0.6,0.9,0.4,18.6
14892,1.6,1.7,0.5,1.1,0.4,19.1
14893,2.5,0.5,0.7,1.8,0.4,17.5
14894,1.7,0.4,0.4,1.3,0.5,18.2
14895,1.5,0.5,0.3,1.2,0.5,19.6
14896,2.2,0.4,0.4,1.7,0.4,17.7
14897,4.8,0.4,0.5,4.3,0.3,11.9
14898,5.1,0.4,0.4,4.7,0.4,7.8
14899,3.7,0.3,0.5,3.3,0.5,2.9
14900,3.55,0.3,0.8,2.8,0.4,2.05
14901,3.4,0.3,1.1,2.3,0.3,1.2
14902,2.6,0.3,0.7,2.0,0.3,1.7
14903,4.1,0.3,1.2,2.9,0.4,1.7
14904,3.1,0.3,0.7,2.4,0.3,1.2
14905,6.2,0.4,3.1,3.1,0.4,0.8
14906,2.5,0.3,0.4,2.1,0.3,4.5
14907,2.7,0.2,0.4,2.3,0.3,3.4
14908,3.0,0.3,0.3,2.8,0.4,6.7
14909,3.0,0.3,0.5,2.5,0.3,9.6
14910,2.7,0.3,0.7,2.0,0.3,10.7
14911,1.3,0.3,0.5,0.8,0.3,11.7
14912,1.4,0.4,0.6,0.8,0.2,13.0
14913,1.3,0.5,0.5,0.8,0.2,13.0
14914,1.1,0.4,0.5,0.7,0.3,14.3
14915,0.8,0.4,0.3,0.5,0.3,16.1
